Id;id_lot;nb_piece;typologie;prix_tva_reduite;prix_tva_normale;prix_HT;prix_m2_HT;prix_m2_TTC;orientation;exterieur;balcony;garden;parking;ville;departement;date_fin_programme;adresse_entiere;date_extraction;surface;etage;nom_programme ;promoteur
98;47_2_PLURI'ELLES_Bouygues;2;Appartement;;184000;153333.33;3199.78;3839.73;E;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/11/2023;36 RUE DES CHANDIOTS 63100 Clermont-Ferrand;2021-07-21;47;2;PLURI'ELLES;Bouygues
99;47_3_PLURI'ELLES_Bouygues;2;Appartement;;195000;162500;3403.85;4084.63;E;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/11/2023;36 RUE DES CHANDIOTS 63100 Clermont-Ferrand;2021-07-21;47;3;PLURI'ELLES;Bouygues
100;44_4_PLURI'ELLES_Bouygues;2;Appartement;;199000;165833.33;3726.59;4471.91;E;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/11/2023;36 RUE DES CHANDIOTS 63100 Clermont-Ferrand;2021-07-21;44;4;PLURI'ELLES;Bouygues
101;61_1_PLURI'ELLES_Bouygues;3;Appartement;;205000;170833.33;2770.57;3324.68;E;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/11/2023;36 RUE DES CHANDIOTS 63100 Clermont-Ferrand;2021-07-21;61;1;PLURI'ELLES;Bouygues
102;63_PLURI'ELLES_Bouygues;3;Appartement;;219000;182500;2885.38;3462.45;E;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/11/2023;36 RUE DES CHANDIOTS 63100 Clermont-Ferrand;2021-07-21;63;;PLURI'ELLES;Bouygues
103;63_1_PLURI'ELLES_Bouygues;3;Appartement;;219000;182500;2885.38;3462.45;S;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/11/2023;36 RUE DES CHANDIOTS 63100 Clermont-Ferrand;2021-07-21;63;1;PLURI'ELLES;Bouygues
104;66_1_PLURI'ELLES_Bouygues;3;Appartement;;224000;186666.67;2826.14;3391.37;S;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/11/2023;36 RUE DES CHANDIOTS 63100 Clermont-Ferrand;2021-07-21;66;1;PLURI'ELLES;Bouygues
105;61_2_PLURI'ELLES_Bouygues;3;Appartement;;227000;189166.67;3067.9;3681.48;E;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/11/2023;36 RUE DES CHANDIOTS 63100 Clermont-Ferrand;2021-07-21;61;2;PLURI'ELLES;Bouygues
106;63_2_PLURI'ELLES_Bouygues;3;Appartement;;231000;192500;3043.48;3652.17;S;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/11/2023;36 RUE DES CHANDIOTS 63100 Clermont-Ferrand;2021-07-21;63;2;PLURI'ELLES;Bouygues
107;66_PLURI'ELLES_Bouygues;3;Appartement;;236000;196666.67;2977.54;3573.05;SE;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/11/2023;36 RUE DES CHANDIOTS 63100 Clermont-Ferrand;2021-07-21;66;;PLURI'ELLES;Bouygues
108;66_2_PLURI'ELLES_Bouygues;3;Appartement;;236000;196666.67;2977.54;3573.05;S;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/11/2023;36 RUE DES CHANDIOTS 63100 Clermont-Ferrand;2021-07-21;66;2;PLURI'ELLES;Bouygues
109;61_3_PLURI'ELLES_Bouygues;3;Appartement;;238000;198333.33;3216.56;3859.88;E;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/11/2023;36 RUE DES CHANDIOTS 63100 Clermont-Ferrand;2021-07-21;61;3;PLURI'ELLES;Bouygues
110;62_3_PLURI'ELLES_Bouygues;3;Appartement;;242000;201666.67;3231.84;3878.21;S;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/11/2023;36 RUE DES CHANDIOTS 63100 Clermont-Ferrand;2021-07-21;62;3;PLURI'ELLES;Bouygues
111;63_3_PLURI'ELLES_Bouygues;3;Appartement;;254000;211666.67;3311.95;3974.34;NE;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/11/2023;36 RUE DES CHANDIOTS 63100 Clermont-Ferrand;2021-07-21;63;3;PLURI'ELLES;Bouygues
112;84_4_PLURI'ELLES_Bouygues;4;Appartement;;359000;299166.67;3556.85;4268.22;O;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/11/2023;36 RUE DES CHANDIOTS 63100 Clermont-Ferrand;2021-07-21;84;4;PLURI'ELLES;Bouygues
113;82_4_PLURI'ELLES_Bouygues;4;Appartement;;361000;300833.33;3666.91;4400.29;SO;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/11/2023;36 RUE DES CHANDIOTS 63100 Clermont-Ferrand;2021-07-21;82;4;PLURI'ELLES;Bouygues
114;87_4_PLURI'ELLES_Bouygues;4;Appartement;;373000;310833.33;3561.74;4274.09;NE;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/11/2023;36 RUE DES CHANDIOTS 63100 Clermont-Ferrand;2021-07-21;87;4;PLURI'ELLES;Bouygues
115;38_1_GardenCity-Inten'City_Bouygues;1;Appartement;;125000;104166.67;2709.15;3250.98;N;FALSE;FALSE;FALSE;0;Clermont-Ferrand;63;01/02/2024;RUE CHAMPFLEURI 63100 Clermont-Ferrand;2021-07-21;38;1;GardenCity-Inten'City;Bouygues
116;42_4_GardenCity-Inten'City_Bouygues;2;Appartement;;172500;143750;3347.69;4017.23;N;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/02/2024;RUE CHAMPFLEURI 63100 Clermont-Ferrand;2021-07-21;42;4;GardenCity-Inten'City;Bouygues
117;45_1_GardenCity-Inten'City_Bouygues;2;Appartement;;179500;149583.33;3282.5;3938.99;O;TRUE;FALSE;FALSE;1;Clermont-Ferrand;63;01/02/2024;RUE CHAMPFLEURI 63100 Clermont-Ferrand;2021-07-21;45;1;GardenCity-Inten'City;Bouygues
118;45_2_GardenCity-Inten'City_Bouygues;2;Appartement;;179500;149583.33;3277.46;3932.95;O;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/02/2024;RUE CHAMPFLEURI 63100 Clermont-Ferrand;2021-07-21;45;2;GardenCity-Inten'City;Bouygues
119;45_2__1_GardenCity-Inten'City_Bouygues;2;Appartement;;179500;149583.33;3267.44;3920.93;O;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/02/2024;RUE CHAMPFLEURI 63100 Clermont-Ferrand;2021-07-21;45;21;GardenCity-Inten'City;Bouygues
120;47_1_GardenCity-Inten'City_Bouygues;2;Appartement;;181500;151250;3152.36;3782.83;O;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/02/2024;RUE CHAMPFLEURI 63100 Clermont-Ferrand;2021-07-21;47;1;GardenCity-Inten'City;Bouygues
121;45_3_GardenCity-Inten'City_Bouygues;2;Appartement;;193500;161250;3549.42;4259.3;O;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/02/2024;RUE CHAMPFLEURI 63100 Clermont-Ferrand;2021-07-21;45;3;GardenCity-Inten'City;Bouygues
122;45_3__1_GardenCity-Inten'City_Bouygues;2;Appartement;;194500;162083.33;3551.34;4261.61;O;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/02/2024;RUE CHAMPFLEURI 63100 Clermont-Ferrand;2021-07-21;45;3;GardenCity-Inten'City;Bouygues
123;67_1_GardenCity-Inten'City_Bouygues;3;Appartement;;236500;197083.33;2905.55;3486.66;E;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/02/2024;RUE CHAMPFLEURI 63100 Clermont-Ferrand;2021-07-21;67;1;GardenCity-Inten'City;Bouygues
124;69_1_GardenCity-Inten'City_Bouygues;3;Appartement;;239500;199583.33;2869.23;3443.07;E;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/02/2024;RUE CHAMPFLEURI 63100 Clermont-Ferrand;2021-07-21;69;1;GardenCity-Inten'City;Bouygues
125;62_4_GardenCity-Inten'City_Bouygues;3;Appartement;;251500;209583.33;3345.84;4015.01;O;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/02/2024;RUE CHAMPFLEURI 63100 Clermont-Ferrand;2021-07-21;62;4;GardenCity-Inten'City;Bouygues
126;67_2_GardenCity-Inten'City_Bouygues;3;Appartement;;262500;218750;3224.97;3869.97;E;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/02/2024;RUE CHAMPFLEURI 63100 Clermont-Ferrand;2021-07-21;67;2;GardenCity-Inten'City;Bouygues
127;78_1_GardenCity-Inten'City_Bouygues;4;Appartement;;263500;219583.33;2796.88;3356.26;S;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/02/2024;RUE CHAMPFLEURI 63100 Clermont-Ferrand;2021-07-21;78;1;GardenCity-Inten'City;Bouygues
128;69_2_GardenCity-Inten'City_Bouygues;3;Appartement;;265500;221250;3180.71;3816.85;O;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/02/2024;RUE CHAMPFLEURI 63100 Clermont-Ferrand;2021-07-21;69;2;GardenCity-Inten'City;Bouygues
129;67_4_GardenCity-Inten'City_Bouygues;3;Appartement;;274500;228750;3406.05;4087.25;N;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/02/2024;RUE CHAMPFLEURI 63100 Clermont-Ferrand;2021-07-21;67;4;GardenCity-Inten'City;Bouygues
130;67_3_GardenCity-Inten'City_Bouygues;3;Appartement;;;;;;E;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/02/2024;RUE CHAMPFLEURI 63100 Clermont-Ferrand;2021-07-21;67;3;GardenCity-Inten'City;Bouygues
131;69_3_GardenCity-Inten'City_Bouygues;3;Appartement;;277500;231250;3348.05;4017.66;E;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/02/2024;RUE CHAMPFLEURI 63100 Clermont-Ferrand;2021-07-21;69;3;GardenCity-Inten'City;Bouygues
132;76_2_GardenCity-Inten'City_Bouygues;4;Appartement;;285500;237916.67;3128.84;3754.6;S;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/02/2024;RUE CHAMPFLEURI 63100 Clermont-Ferrand;2021-07-21;76;2;GardenCity-Inten'City;Bouygues
133;76_3_GardenCity-Inten'City_Bouygues;4;Appartement;;289500;241250;3172.67;3807.21;S;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/02/2024;RUE CHAMPFLEURI 63100 Clermont-Ferrand;2021-07-21;76;3;GardenCity-Inten'City;Bouygues
134;78_2_GardenCity-Inten'City_Bouygues;4;Appartement;;292500;243750;3104.7;3725.64;S;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/02/2024;RUE CHAMPFLEURI 63100 Clermont-Ferrand;2021-07-21;78;2;GardenCity-Inten'City;Bouygues
135;80_4_GardenCity-Inten'City_Bouygues;4;Appartement;;312500;260416.67;3220.19;3864.23;S;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/02/2024;RUE CHAMPFLEURI 63100 Clermont-Ferrand;2021-07-21;80;4;GardenCity-Inten'City;Bouygues
136;78_3_GardenCity-Inten'City_Bouygues;4;Appartement;;315500;262916.67;3348.83;4018.6;S;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/02/2024;RUE CHAMPFLEURI 63100 Clermont-Ferrand;2021-07-21;78;3;GardenCity-Inten'City;Bouygues
137;25_1_CtSud_Bouygues;1;Appartement;;86000;71666.67;2801.67;3362;E;TRUE;FALSE;FALSE;0;Clermont-Ferrand;63;01/11/2023;88 RUE DE LA GANTIERE 63000 Clermont-Ferrand;2021-07-21;25;1;CtSud;Bouygues
138;38_4_CtSud_Bouygues;2;Appartement;;123000;102500;2659.57;3191.49;O;FALSE;TRUE;FALSE;0;Clermont-Ferrand;63;01/11/2023;88 RUE DE LA GANTIERE 63000 Clermont-Ferrand;2021-07-21;38;4;CtSud;Bouygues
139;38_5_CtSud_Bouygues;2;Appartement;;125500;104583.33;2713.63;3256.36;O;FALSE;TRUE;FALSE;0;Clermont-Ferrand;63;01/11/2023;88 RUE DE LA GANTIERE 63000 Clermont-Ferrand;2021-07-21;38;5;CtSud;Bouygues
140;40_4_CtSud_Bouygues;2;Appartement;;130000;108333.33;2667.65;3201.18;O;FALSE;TRUE;FALSE;0;Clermont-Ferrand;63;01/11/2023;88 RUE DE LA GANTIERE 63000 Clermont-Ferrand;2021-07-21;40;4;CtSud;Bouygues
141;61_4_CtSud_Bouygues;3;Appartement;;194000;161666.67;2627.87;3153.45;S;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/11/2023;88 RUE DE LA GANTIERE 63000 Clermont-Ferrand;2021-07-21;61;4;CtSud;Bouygues
142;64_5_CtSud_Bouygues;3;Appartement;;201000;167500;2602.14;3122.57;E;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/11/2023;88 RUE DE LA GANTIERE 63000 Clermont-Ferrand;2021-07-21;64;5;CtSud;Bouygues
143;61_5_CtSud_Bouygues;3;Appartement;;203000;169166.67;2749.78;3299.74;S;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/11/2023;88 RUE DE LA GANTIERE 63000 Clermont-Ferrand;2021-07-21;61;5;CtSud;Bouygues
144;60_5_CtSud_Bouygues;3;Appartement;;209000;174166.67;2895.54;3474.65;S;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/11/2023;88 RUE DE LA GANTIERE 63000 Clermont-Ferrand;2021-07-21;60;5;CtSud;Bouygues
145;103_6_CtSud_Bouygues;5;Appartement;;399000;332500;3206.36;3847.64;Traversant;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/11/2023;88 RUE DE LA GANTIERE 63000 Clermont-Ferrand;2021-07-21;103;6;CtSud;Bouygues
146;105_6_CtSud_Bouygues;5;Appartement;;430000;358333.33;3401.36;4081.63;SO;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/11/2023;88 RUE DE LA GANTIERE 63000 Clermont-Ferrand;2021-07-21;105;6;CtSud;Bouygues
147;96_1_L'Emblmatique-HTELDIEU_Bouygues;4;Appartement;;399500;332916.67;3453.85;4144.62;E;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/05/2022;Avenue Vercingétorix 63000 Clermont-Ferrand;2021-07-21;96;1;L'Emblmatique-HTELDIEU;Bouygues
148;88_5_L'Emblmatique-HTELDIEU_Bouygues;4;Appartement;;453500;377916.67;4266.39;5119.67;SE;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/05/2022;Avenue Vercingétorix 63000 Clermont-Ferrand;2021-07-21;88;5;L'Emblmatique-HTELDIEU;Bouygues
149;96_2_L'Emblmatique-HTELDIEU_Bouygues;4;Appartement;;458500;382083.33;3963.93;4756.72;E;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/05/2022;Avenue Vercingétorix 63000 Clermont-Ferrand;2021-07-21;96;2;L'Emblmatique-HTELDIEU;Bouygues
150;96_4_L'Emblmatique-HTELDIEU_Bouygues;4;Appartement;;475500;396250;4110.9;4933.08;E;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/05/2022;Avenue Vercingétorix 63000 Clermont-Ferrand;2021-07-21;96;4;L'Emblmatique-HTELDIEU;Bouygues
151;128_4_L'Emblmatique-HTELDIEU_Bouygues;4;Appartement;;619000;515833.33;3999.64;4799.57;SO;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/05/2022;Avenue Vercingétorix 63000 Clermont-Ferrand;2021-07-21;128;4;L'Emblmatique-HTELDIEU;Bouygues
152;128_4__1_L'Emblmatique-HTELDIEU_Bouygues;4;Appartement;;651500;542916.67;4209.64;5051.56;SO;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/05/2022;Avenue Vercingétorix 63000 Clermont-Ferrand;2021-07-21;128;41;L'Emblmatique-HTELDIEU;Bouygues
